"customer_id","region","age","income_k","tenure_months","contract_type","payment_method","auto_pay","promo_eligible","primary_channel","brand_loyalty","deal_seeking","eco_consciousness","innovation_orientation","avg_usage_minutes","num_support_tickets","satisfaction_score","monthly_fee","email_click_rate","promo_response_rate","online_visits","num_transactions_12m","avg_order_value","total_spend_12m","recency_days","loyalty_tier","churn_probability_true","churned","margin_per_month","retention_rate","discount_rate_monthly","acq_cost","clv_gross","clv_net","segment"
"C00845","Northeast",28,52.8,15,"Annual","Credit Card",1,0,"Direct",5.89,5.89,2.96,4.73,312,5,5.6,41.81,0.2,0.21,6,3,89.45,299.27,65,"Bronze",0.9399,1,21.38,0.55,0.01,7.01,25.56,18.55,1
"C00846","Midwest",27,51,10,"Annual","Debit Card",1,1,"Email",6.45,4.06,4.08,5.51,235,1,7.5,46.12,0.103,0.3,6,3,64.11,184.4,13,"Bronze",0.3245,1,23.7,0.724,0.01,19.5,60,40.5,2
"C00847","Northeast",40,108.2,10,"Monthly","Credit Card",0,1,"Direct",1.92,4.18,2.86,2.63,109,2,5.9,54.34,0.03,0.234,4,5,81.73,414.22,5,"Bronze",0.9193,1,30.65,0.55,0.01,8.98,36.65,27.67,1
"C00848","West",39,104.4,17,"Monthly","Credit Card",1,1,"Social",3.78,5.94,5.96,6.61,244,1,7.3,50.29,0.245,0.185,4,4,62.32,218.59,35,"Bronze",0.776,1,28.16,0.55,0.01,37.34,33.67,-3.67,2
"C00849","South",30,91.6,17,"Quarterly","Credit Card",1,1,"Direct",4.37,3.48,5.57,5.07,296,0,8.1,40.94,0.111,0.351,7,5,48.04,227.57,7,"Bronze",0.1973,1,20.44,0.832,0.01,9.16,95.54,86.38,3
"C00850","South",40,108,26,"Monthly","Credit Card",1,1,"SMS",5.21,5.1,4.62,4.35,286,1,7.6,50.8,0.173,0.286,5,6,98.4,526.93,59,"Silver",0.5517,0,26.65,0.55,0.01,20.29,31.86,11.57,4
"C00851","Northeast",32,53.4,6,"Monthly","Credit Card",1,0,"SMS",2.88,3.98,4,4.22,321,0,8,60.2,0.029,0.238,12,1,26.16,26.64,4,"Bronze",0.5963,1,31.29,0.55,0.01,24.58,37.41,12.83,3
"C00852","South",35,87.8,31,"Monthly","PayPal",1,0,"Search",3.62,3.1,3.17,3.18,378,1,7.8,47.75,0.206,0.478,5,2,76.67,151.49,74,"Silver",0.3818,0,22.02,0.675,0.01,38.6,44.37,5.77,3
"C00853","Northeast",56,74.5,60,"Monthly","Credit Card",1,1,"Search",4.84,4.2,3.88,3.5,346,1,7.8,39.49,0.081,0.165,6,4,93.13,346.21,64,"Gold",0.2752,0,24.45,0.766,0.01,39.84,76.76,36.92,3
"C00854","West",53,101.7,15,"Quarterly","Credit Card",0,1,"Email",4.79,4.96,5.7,6.5,329,4,6.1,40.83,0.191,0.181,6,5,96.84,556.78,77,"Silver",0.9271,1,22.93,0.55,0.01,21.17,27.42,6.25,1
"C00855","Northeast",24,74.8,14,"Annual","PayPal",0,1,"Direct",5.12,5.69,4.86,3.31,272,1,7.5,41.65,0.41,0.225,5,4,142.24,509.78,193,"Silver",0.39,1,25.22,0.668,0.01,12.28,49.26,36.98,4
"C00856","Northeast",47,67.2,15,"Monthly","PayPal",0,0,"Email",5.19,5.82,4.12,3.29,294,2,7.1,49.87,0.077,0.256,5,1,91.3,100.21,66,"Bronze",0.8723,1,26.82,0.55,0.01,14.16,32.07,17.91,2
"C00857","Northeast",47,93.1,17,"Monthly","Credit Card",1,1,"Email",5.07,3.88,4.92,3.63,284,0,8.1,55.23,0.091,0.131,10,4,78.4,269.92,82,"Bronze",0.5831,1,28.43,0.55,0.01,15.11,33.99,18.88,3
"C00858","Midwest",25,102.5,13,"Monthly","Credit Card",0,1,"Social",4.91,3.11,4.5,3.08,214,1,7.3,44.82,0.081,0.246,2,1,103.32,114.07,0,"Bronze",0.7146,0,22.9,0.55,0.01,41.25,27.38,-13.87,2
"C00859","South",47,59.3,4,"Monthly","PayPal",0,1,"Search",4.76,3.85,4.34,4.42,410,1,8,43.97,0.193,0.21,12,5,44.31,220.02,154,"Bronze",0.7564,0,22.43,0.55,0.01,43.86,26.82,-17.04,3
"C00860","Northeast",55,76.3,15,"Annual","Credit Card",1,1,"Direct",5.43,2.9,4.98,5.6,247,2,6.9,38.52,0.113,0.29,5,2,116.24,255.37,4,"Bronze",0.6501,0,20.15,0.55,0.01,9.83,24.09,14.26,2
"C00861","South",26,48.4,18,"Quarterly","PayPal",0,1,"SMS",2.24,3.96,4.47,3.73,391,1,7.7,44.82,0.009,0.39,6,7,62.51,470.02,35,"Silver",0.5852,0,21.56,0.55,0.01,27.2,25.78,-1.42,4
"C00862","Midwest",28,25,33,"Monthly","Credit Card",0,0,"Email",6.4,3.82,4.84,2.89,131,1,7.1,43.01,0.241,0.241,1,2,100.1,204.56,169,"Silver",0.5754,0,22.88,0.55,0.01,20.62,27.36,6.74,2
"C00863","South",49,83.6,8,"Quarterly","Credit Card",0,0,"Search",2.28,5,4.08,4.72,325,1,7.4,44.17,0.217,0.407,6,0,98.37,0,15,"Bronze",0.5956,1,23.14,0.55,0.01,50.13,27.67,-22.46,3
"C00864","Midwest",41,95,40,"Annual","Credit Card",1,0,"Email",3.51,1.77,3.62,4.34,458,0,8.6,35.82,0.067,0.378,10,5,105.98,556.21,0,"Silver",0.0666,0,21.45,0.943,0.01,23.31,301.9,278.59,3
"C00865","Midwest",44,85.3,13,"Annual","PayPal",0,1,"Social",4.45,3.39,3.3,5.5,112,1,6.8,37.41,0.203,0.198,4,3,74.36,245.34,13,"Bronze",0.5724,1,21.65,0.55,0.01,42,25.89,-16.11,2
"C00866","South",42,25,9,"Monthly","PayPal",1,0,"Social",5.44,3.4,3.17,3.9,241,3,6.3,53.36,0.225,0.548,4,3,40.09,120.39,3,"Bronze",0.9177,1,28.58,0.55,0.01,32.96,34.17,1.21,1
"C00867","Northeast",42,68.2,24,"Monthly","Credit Card",1,1,"Email",1.41,5.51,2.13,4.11,322,0,7.8,56.1,0.201,0.346,8,4,49.48,192.87,68,"Bronze",0.3227,0,31.81,0.726,0.01,12.67,81.32,68.65,3
"C00868","Northeast",23,25,12,"Quarterly","Credit Card",1,0,"Social",4.67,2.97,2.9,4.24,285,1,7.5,48.91,0.349,0.316,6,3,25.12,67.29,9,"Bronze",0.5479,1,24.71,0.55,0.01,39.63,29.54,-10.09,2
"C00869","West",50,116.4,16,"Monthly","Credit Card",0,1,"Social",5.57,4.45,2.87,4.5,273,2,7,51.02,0.068,0.017,6,4,82.79,370.53,4,"Silver",0.8202,1,25.54,0.55,0.01,39.69,30.54,-9.15,2
"C00870","West",51,47.6,16,"Annual","Credit Card",1,1,"Search",5.79,4.06,3.34,3.97,294,3,6.6,36.45,0.182,0.136,8,3,60.75,169.53,121,"Bronze",0.7874,1,19.86,0.55,0.01,41.37,23.75,-17.62,1
"C00871","Midwest",35,113.2,23,"Quarterly","PayPal",1,1,"Search",3.93,5.35,5.62,3.79,179,4,5.4,45.8,0.115,0.362,3,6,119.04,633.57,9,"Silver",0.929,0,25.39,0.55,0.01,35.74,30.36,-5.38,1
"C00872","Midwest",38,104.5,15,"Annual","Credit Card",1,1,"Email",4.37,4.86,3.73,2.36,477,0,8.8,41.31,0.012,0.607,4,3,55.62,145.15,20,"Bronze",0.2024,0,22.44,0.828,0.01,19.84,102.09,82.25,3
"C00873","South",21,52.8,14,"Monthly","Bank Transfer",0,0,"Email",4.02,4.33,4.17,3.78,183,0,7.6,47.07,0.461,0.062,3,3,139.17,448.92,15,"Silver",0.6014,0,28.6,0.55,0.01,20.33,34.2,13.87,4
"C00874","Midwest",44,46.3,12,"Annual","Debit Card",0,0,"Email",4.27,3.59,4.2,5.19,318,0,8.2,44.36,0.079,0.243,4,5,52.53,276.44,0,"Bronze",0.2611,0,25.77,0.778,0.01,9.85,86.42,76.57,3
"C00875","Northeast",44,87.8,22,"Monthly","Bank Transfer",1,1,"Email",3.56,2.16,5.65,5.34,208,0,7.6,44.65,0.127,0.19,6,5,64.51,285.82,0,"Silver",0.4156,0,26.63,0.647,0.01,20.25,47.46,27.21,2
"C00876","Northeast",37,54.4,11,"Annual","PayPal",1,1,"Search",3.72,4.47,3.27,3.88,67,1,6.5,52.09,0.08,0.39,3,0,36.94,0,93,"Bronze",0.5814,1,27.54,0.55,0.01,48.9,32.93,-15.97,2
"C00877","South",50,80.9,33,"Monthly","Credit Card",1,1,"Direct",5.18,4.78,3.66,5.83,207,4,5.6,52.93,0.123,0.476,4,4,90.18,323.14,4,"Silver",0.9441,1,29.78,0.55,0.01,5,35.61,30.61,1
"C00878","South",34,64.5,16,"Monthly","Credit Card",1,1,"Search",4.84,2.47,3.78,4.37,115,3,5.8,41.31,0.322,0.212,2,4,73,281.8,0,"Bronze",0.9327,1,20.63,0.55,0.01,45.18,24.67,-20.51,1
"C00879","Northeast",44,28.1,5,"Quarterly","Credit Card",1,1,"Search",5.24,2.84,5.15,2.93,335,2,7.2,43.99,0.131,0.209,7,0,66.88,0,46,"Bronze",0.7276,0,22.73,0.55,0.01,49.86,27.18,-22.68,3
"C00880","Northeast",27,25,19,"Monthly","Credit Card",1,0,"SMS",4.94,4.48,5.38,2.58,178,1,7.1,46.19,0.319,0.419,2,4,79.58,292.33,6,"Bronze",0.6372,0,26.07,0.55,0.01,30.24,31.17,0.93,2
"C00881","Midwest",38,84.3,21,"Monthly","Credit Card",1,1,"SMS",5.47,4.57,4.42,5.74,222,2,6.8,49.61,0.216,0.066,3,4,117.88,404.71,26,"Silver",0.7984,1,25.51,0.55,0.01,10.75,30.5,19.75,4
"C00882","South",36,62.3,33,"Annual","Credit Card",1,0,"Direct",5.67,3.11,5.26,3.99,217,0,7.9,39.97,0.093,0.487,6,3,47.65,129.8,0,"Silver",0.0595,0,20.4,0.949,0.01,18.53,317.37,298.84,2
"C00883","Northeast",40,62.5,10,"Monthly","Bank Transfer",1,0,"Direct",2.78,3.57,4.1,3.06,230,0,7.6,41.91,0.324,0.224,4,2,78.21,151.75,20,"Bronze",0.5604,1,23.91,0.55,0.01,10.12,28.59,18.47,2
"C00884","Northeast",34,97.5,9,"Quarterly","Credit Card",0,0,"Social",3.76,2.18,3.71,1.91,161,0,7.5,44.64,0.535,0.244,4,6,105.66,584.83,8,"Silver",0.4446,1,23.02,0.622,0.01,32.42,36.9,4.48,4
"C00885","West",37,110.9,23,"Monthly","PayPal",0,0,"Email",4.45,5.71,5.2,3.96,335,1,7.7,57.29,0.242,0.232,7,4,60.09,256.38,60,"Silver",0.6357,1,33.43,0.55,0.01,33.07,39.97,6.9,3
"C00886","Northeast",47,70.4,30,"Annual","Bank Transfer",1,0,"Search",4.68,2.77,4.44,4.85,343,0,8.3,42.71,0.385,0.115,7,5,162.12,880.92,28,"Gold",0.1125,0,23.06,0.904,0.01,43.32,196.66,153.34,4
"C00887","South",33,68.5,10,"Quarterly","PayPal",1,1,"Email",3.96,4.8,3.09,3.63,201,2,6.6,41.09,0.057,0.126,5,2,146.21,269.66,65,"Bronze",0.8253,1,22.25,0.55,0.01,15.7,26.6,10.9,1
"C00888","Midwest",20,92,19,"Monthly","Credit Card",1,1,"Search",5.7,4.16,5,3.24,316,1,7.8,50.07,0.129,0.585,8,6,82.42,460.19,149,"Silver",0.6591,0,28.04,0.55,0.01,46.8,33.53,-13.27,4
"C00889","Northeast",57,40,15,"Monthly","Credit Card",1,0,"Search",6.88,5.62,3.67,3.8,239,3,6.5,53.71,0.18,0.237,3,3,44.07,134.59,94,"Bronze",0.9032,1,29.27,0.55,0.01,52.11,35,-17.11,1
"C00890","Midwest",53,84.2,10,"Quarterly","Credit Card",1,1,"Email",4.9,3.33,3.54,5.77,276,1,7.5,43.35,0.039,0.563,4,2,63.06,135.67,143,"Bronze",0.5582,1,24.4,0.55,0.01,19.04,29.17,10.13,2
"C00891","South",24,93.5,15,"Monthly","Credit Card",1,0,"Direct",4.79,4.27,4.88,2.87,97,3,5.7,38.87,0.074,0.182,2,2,90.28,205.44,2,"Bronze",0.9276,1,19.54,0.55,0.01,8.8,23.36,14.56,1
"C00892","West",46,97,29,"Monthly","Credit Card",1,0,"Direct",5.63,2.33,3.8,3.69,256,1,7.5,47.15,0.417,0.126,5,2,104.85,197.15,243,"Silver",0.5327,0,20.49,0.55,0.01,12.55,24.5,11.95,3
"C00893","West",32,25,16,"Quarterly","PayPal",0,1,"Direct",2.65,2.07,4.33,5.73,305,1,7.4,32.73,0.237,0.32,7,5,26.05,146.31,8,"Bronze",0.6765,1,15.18,0.55,0.01,18.55,18.15,-0.4,3
"C00894","Midwest",41,56.7,14,"Monthly","Credit Card",1,1,"Social",4.73,4.86,4.63,4.94,368,2,7.3,39.35,0.263,0.165,5,4,55.57,201.06,21,"Bronze",0.9022,1,20.73,0.55,0.01,33.13,24.79,-8.34,3
"C00895","South",41,53.4,23,"Monthly","Credit Card",1,0,"Email",5.78,2.24,3.04,4.6,193,0,7.8,47.36,0.327,0.294,8,7,84.3,508.85,15,"Silver",0.3878,1,27.03,0.67,0.01,24.55,53.27,28.72,4
"C00896","Northeast",35,80.8,31,"Quarterly","Bank Transfer",1,0,"Social",3.99,3.95,4.32,3.69,496,0,8.8,48.32,0.138,0.013,9,2,44.15,96.05,82,"Bronze",0.2014,0,30.89,0.829,0.01,34.16,141.48,107.32,3
"C00897","Midwest",29,91.5,8,"Monthly","Credit Card",0,1,"SMS",3.35,5.31,5.38,4.43,274,3,6.2,52.78,0.027,0.275,6,5,79.66,395.74,176,"Bronze",0.9365,1,27.84,0.55,0.01,10.87,33.29,22.42,1
"C00898","West",30,119.9,19,"Monthly","Credit Card",0,0,"Email",4.5,5.02,2.85,3.81,101,2,6.2,51.53,0.04,0.156,4,2,104.28,182.08,48,"Bronze",0.8619,1,27.03,0.55,0.01,27.12,32.32,5.2,1
"C00899","Northeast",28,64.1,13,"Monthly","PayPal",1,1,"Social",4.63,3.47,4.39,3.45,155,3,5.9,43.99,0.166,0.037,5,6,74.63,390.16,4,"Silver",0.9009,1,24.87,0.55,0.01,37.01,29.74,-7.27,1
"C00900","Northeast",29,64.1,16,"Quarterly","Credit Card",1,1,"Search",3.7,2.45,2.99,3.21,387,1,7.8,50.36,0.114,0.135,6,3,57.89,148.33,2,"Bronze",0.6136,1,28.14,0.55,0.01,48.32,33.65,-14.67,3
"C00901","Northeast",37,110.2,24,"Quarterly","Debit Card",1,0,"Email",7,4.76,5.02,5.26,406,0,8.8,57.17,0.219,0.528,6,5,96.92,456.44,30,"Silver",0.2627,0,31.95,0.777,0.01,19.81,106.55,86.74,3
"C00902","Northeast",30,86.3,13,"Quarterly","Credit Card",1,1,"SMS",4.17,5.68,5.01,4.33,266,1,7.4,49.96,0.042,0.115,3,4,100.76,431.5,33,"Silver",0.5411,1,26.97,0.55,0.01,22.22,32.25,10.03,4
"C00903","Northeast",46,113.5,15,"Monthly","PayPal",1,0,"Email",3.43,3.47,3.51,4.75,261,3,6.2,52.12,0.123,0.217,5,5,67.87,356.18,10,"Bronze",0.9238,0,24.7,0.55,0.01,22.42,29.53,7.11,1
"C00904","South",54,86.1,28,"Monthly","Credit Card",1,1,"Search",4.6,3.32,6.33,4.57,164,1,7,44.44,0.173,0.111,7,2,96.89,222.83,98,"Silver",0.6642,0,24.84,0.55,0.01,41.08,29.7,-11.38,2
"C00905","Midwest",32,45.6,21,"Monthly","Credit Card",0,1,"Search",5.7,3.62,5.12,4.89,371,0,8.5,39.84,0.132,0.123,8,4,88.61,364.43,13,"Silver",0.493,0,21.82,0.581,0.01,52.88,29.55,-23.33,3
"C00906","West",41,40.7,15,"Monthly","Debit Card",1,1,"Email",4.72,4.83,4.68,4.12,152,4,5.4,42.45,0.052,0.167,2,8,90.7,640.81,52,"Silver",0.9695,0,20.17,0.55,0.01,17.82,24.12,6.3,1
"C00907","West",43,34.6,17,"Annual","Credit Card",1,1,"Direct",5.23,5.55,4.62,3.87,358,0,8.4,36.75,0.147,0.245,5,3,81.47,279.5,43,"Bronze",0.1794,0,21.38,0.848,0.01,22.91,111.92,89.01,3
"C00908","Midwest",43,96.5,17,"Monthly","Credit Card",1,1,"Email",3.74,2.84,4.98,3.5,360,1,7.7,41.28,0.109,0.061,7,2,89.91,190.23,132,"Bronze",0.6877,1,24.16,0.55,0.01,21.63,28.89,7.26,3
"C00909","Midwest",39,111.3,4,"Monthly","Credit Card",1,0,"Social",6.34,2.55,2.8,2.84,213,2,6.9,48.82,0.174,0.128,8,8,83.09,639.6,43,"Silver",0.8017,0,27.97,0.55,0.01,20.71,33.44,12.73,4
"C00910","Midwest",46,129.8,18,"Monthly","Credit Card",1,1,"Search",5.32,6.77,4.11,3.17,324,1,7.8,47.3,0.131,0.116,6,2,84.04,155.32,36,"Bronze",0.4086,0,25.2,0.653,0.01,36.06,46.09,10.03,3
"C00911","South",43,101.6,7,"Quarterly","Credit Card",1,1,"Search",5.85,4,4.32,4,417,0,8.8,49.18,0.148,0.352,2,6,109.1,600.04,53,"Silver",0.3993,1,27.49,0.661,0.01,47.1,52.07,4.97,4
"C00912","Midwest",24,110.6,30,"Quarterly","Debit Card",0,0,"Email",5.1,4.48,3.46,2.64,295,2,7.1,40.02,0.271,0.105,5,3,84.03,286.59,22,"Silver",0.6452,0,20.22,0.55,0.01,12.49,24.18,11.69,2
"C00913","South",48,61.8,6,"Quarterly","Debit Card",1,1,"Direct",5.61,3.44,4.41,2.88,222,0,7.9,42.63,0.514,0.163,8,2,91.95,179.45,0,"Bronze",0.5198,0,20.68,0.558,0.01,5,25.53,20.53,3
"C00914","Midwest",48,45.6,12,"Annual","Debit Card",0,0,"Direct",3.74,4.74,5.25,5.55,276,0,7.9,34.58,0.215,0.328,8,4,96.05,382.68,39,"Bronze",0.4682,0,18.82,0.602,0.01,19.7,27.77,8.07,3
"C00915","South",30,101.8,11,"Monthly","Credit Card",0,1,"Social",4.16,5.26,3.44,4.65,164,3,5.9,37.65,0.209,0.752,6,0,64.54,0,114,"Bronze",0.9724,1,17.7,0.55,0.01,25.47,21.16,-4.31,1
"C00916","Midwest",38,89.7,37,"Monthly","Credit Card",1,1,"Social",6.18,4.53,3.84,3.9,210,1,7.4,44.74,0.188,0.069,2,3,77.08,263.42,132,"Silver",0.2447,1,24.34,0.792,0.01,39.67,88.43,48.76,2
"C00917","Midwest",46,81,29,"Monthly","PayPal",0,1,"Email",6.42,6.11,3,6.9,326,0,8.5,46.7,0.402,0.14,4,3,91.66,234.1,53,"Silver",0.4164,0,25.58,0.646,0.01,15.82,45.4,29.58,3
"C00918","West",36,88.8,2,"Quarterly","PayPal",1,1,"Social",3.44,3.84,1.93,2.59,213,0,7.6,50.66,0.075,0.703,4,4,84.41,387.3,63,"Bronze",0.4498,1,26.23,0.618,0.01,39.21,41.35,2.14,2
"C00919","South",50,87,16,"Quarterly","Credit Card",1,0,"SMS",4.97,3.91,4.76,5.47,311,2,7.1,44.15,0.121,0.146,9,5,102.16,445.74,49,"Silver",0.6543,0,28.16,0.55,0.01,23.6,33.67,10.07,4
"C00920","Northeast",64,113.9,7,"Monthly","Credit Card",0,1,"Search",4.23,4.45,3.87,4.28,86,0,7.2,47.51,0.247,0.049,5,2,97.34,214.35,92,"Bronze",0.71,0,24.93,0.55,0.01,29.56,29.81,0.25,2
"C00921","West",29,114.3,18,"Quarterly","Credit Card",1,0,"SMS",3.93,4.71,3.95,5.26,275,3,6.3,45.29,0.322,0.276,2,5,96.53,547.85,8,"Silver",0.8304,0,25.33,0.55,0.01,20.11,30.29,10.18,1
"C00922","South",23,93.2,23,"Quarterly","Credit Card",1,1,"Search",5.01,4.45,2.81,4.52,377,2,7.4,40.78,0.389,0.222,3,2,76.43,155.66,28,"Bronze",0.6726,1,22.05,0.55,0.01,40.53,26.36,-14.17,2
"C00923","West",41,101.7,19,"Annual","Debit Card",1,1,"Email",5.96,2.79,3.7,2.34,170,1,7.2,25.6,0.226,0.188,2,3,113.49,345.75,6,"Silver",0.4871,0,15.96,0.586,0.01,20.45,22.06,1.61,2
"C00924","West",46,92.4,24,"Quarterly","Credit Card",1,1,"Email",5.2,4.54,5.11,4.51,288,2,7.1,41.39,0.106,0.209,7,2,98.15,206.25,1,"Bronze",0.6291,1,22.1,0.55,0.01,19.91,26.42,6.51,2
"C00925","Midwest",35,65.1,14,"Quarterly","PayPal",0,1,"Email",4.35,3.79,3.9,4.77,96,1,6.7,46.59,0.129,0.205,3,1,80.21,76.67,94,"Bronze",0.7496,1,23.09,0.55,0.01,16.53,27.61,11.08,2
"C00926","Northeast",54,99.2,19,"Monthly","Credit Card",1,1,"Email",5.27,3.56,3.93,1.99,110,2,6.4,38.31,0.071,0.53,1,3,71.4,192.72,3,"Bronze",0.7929,1,21.9,0.55,0.01,11.2,26.18,14.98,1
"C00927","Midwest",23,39,24,"Quarterly","Credit Card",1,0,"Social",4.3,4.24,4.13,6.54,379,1,7.9,42.57,0.301,0.178,8,2,90.9,158.15,21,"Bronze",0.4463,0,20.41,0.621,0.01,37.89,32.58,-5.31,3
"C00928","South",46,107.5,12,"Annual","PayPal",1,0,"Search",5.15,3.14,2.54,4.74,254,0,8,40.88,0.17,0.028,7,3,93.17,311.47,103,"Bronze",0.3441,0,20.79,0.708,0.01,47.23,48.74,1.51,3
"C00929","South",31,44.6,9,"Monthly","Credit Card",1,0,"Search",6.24,2.95,4.59,5.14,405,1,8.2,49.89,0.251,0.329,7,2,37.39,75.84,61,"Bronze",0.6277,1,26.42,0.55,0.01,43.98,31.59,-12.39,3
"C00930","Midwest",57,86,10,"Quarterly","Credit Card",1,1,"Social",2.42,1.32,2.52,3.12,286,3,6.2,44.35,0.247,0,1,2,55.14,116.7,28,"Bronze",0.8861,1,23.45,0.55,0.01,33.68,28.04,-5.64,1
"C00931","Northeast",60,54.3,15,"Quarterly","Bank Transfer",1,1,"Search",5.58,6.12,2.87,5.16,324,2,7.2,46.45,0.249,0.212,5,6,118.73,676.49,31,"Silver",0.7897,1,24.85,0.55,0.01,39.78,29.71,-10.07,4
"C00932","West",30,93.5,16,"Monthly","PayPal",1,1,"SMS",3.01,4.81,2.75,5.6,161,1,6.8,44.76,0.051,0.378,4,1,102.29,111.71,43,"Bronze",0.6781,1,23.77,0.55,0.01,16.49,28.42,11.93,2
"C00933","West",32,77.1,20,"Quarterly","PayPal",1,1,"SMS",6.05,4.07,3.71,4.68,246,1,7.5,36.55,0.151,0.29,5,3,67.74,194.07,1,"Bronze",0.4419,0,20.35,0.624,0.01,23.49,32.9,9.41,2
"C00934","South",47,33.3,10,"Monthly","Credit Card",0,1,"SMS",4,3.47,3.51,4.39,161,2,6.4,41.33,0.024,0.055,5,3,64.95,167.36,66,"Bronze",0.8722,1,21.37,0.55,0.01,23.15,25.55,2.4,2
"C00935","Northeast",34,89.8,24,"Annual","Credit Card",0,0,"Search",3.36,1.04,3.9,3.42,187,2,6.4,43.83,0.021,0,5,1,60.45,57.49,0,"Bronze",0.5767,0,24.98,0.55,0.01,47.02,29.87,-17.15,2
"C00936","Midwest",38,61.8,41,"Annual","Bank Transfer",0,0,"Email",5.46,3.4,2.9,4.16,380,1,8,46.56,0.173,0.194,4,1,66.12,73.07,30,"Silver",0.205,0,23.92,0.826,0.01,14.26,107.38,93.12,3
"C00937","Northeast",38,102.7,11,"Monthly","Credit Card",1,0,"Email",5.1,4.99,5.01,3.84,309,1,7.7,45.56,0.194,0.385,6,5,117.3,652.64,9,"Silver",0.6387,1,22.52,0.55,0.01,18.72,26.93,8.21,4
"C00938","West",18,78,54,"Monthly","PayPal",1,1,"Social",3.6,5.24,4.82,5.03,356,1,7.7,56.9,0.347,0.523,2,7,81.82,647.43,74,"Gold",0.3668,0,29.03,0.688,0.01,27.1,62.03,34.93,4
"C00939","Northeast",38,89.1,44,"Quarterly","Credit Card",0,0,"Direct",3.32,4.91,3.71,3.47,229,1,7.1,49.22,0.206,0.214,7,2,107.92,215.81,128,"Silver",0.3866,0,26.25,0.671,0.01,9.96,51.96,42,2
"C00940","South",30,51.2,16,"Monthly","Credit Card",1,1,"Search",4.49,4.37,3.37,5.02,282,1,7.5,41,0.239,0.416,5,3,126.69,432.13,33,"Silver",0.5711,1,24.49,0.55,0.01,38.63,29.28,-9.35,4
"C00941","Midwest",33,61.5,15,"Monthly","Bank Transfer",1,1,"Search",3.38,5.63,3.26,3.48,63,3,5.4,42.18,0.029,0.46,5,1,67.64,67.62,13,"Bronze",0.8908,1,23.14,0.55,0.01,48.35,27.67,-20.68,1
"C00942","South",54,65.2,10,"Monthly","Credit Card",1,1,"Search",3.53,3.84,3.56,4.11,351,3,6.6,44.27,0.285,0.335,7,2,45.12,80.87,157,"Bronze",0.9543,1,23.43,0.55,0.01,52.24,28.01,-24.23,3
"C00943","South",24,102,26,"Monthly","Credit Card",0,0,"Social",4.83,5.39,2.36,5.08,146,1,7,48.66,0.155,0.097,3,3,104.3,313.09,39,"Silver",0.799,1,26.68,0.55,0.01,27.94,31.9,3.96,2
"C00944","West",47,125,17,"Monthly","Credit Card",1,0,"Search",3.64,3.78,2.84,3.63,139,3,5.7,51.94,0.156,0.144,3,5,69.79,387.54,1,"Silver",0.9156,1,26.15,0.55,0.01,47.45,31.27,-16.18,1
"C00945","Northeast",35,55.5,18,"Annual","Credit Card",1,0,"Direct",5.17,3.23,4.85,5.12,307,2,7.1,45.97,0.306,0.14,6,2,82.36,178.84,4,"Bronze",0.5921,0,21.87,0.55,0.01,16.08,26.15,10.07,2
"C00946","Northeast",35,108.2,9,"Annual","Credit Card",1,1,"Email",6.34,3.09,4.23,5.01,298,0,8.3,39.73,0.114,0.394,6,8,98.02,768.65,0,"Silver",0.1772,1,19.88,0.849,0.01,14.71,104.83,90.12,4
"C00947","Northeast",47,25,27,"Quarterly","Credit Card",1,0,"SMS",4.54,3.03,5.7,4.1,281,1,7.5,46.36,0.124,0.194,5,3,124.74,341.95,4,"Silver",0.5367,0,23.4,0.55,0.01,17.49,27.98,10.49,2
"C00948","West",42,44.6,14,"Annual","Credit Card",1,1,"Email",4.84,4.92,3.57,5.68,195,5,5,37.66,0.129,0.524,5,2,90.72,185.86,12,"Bronze",0.9674,1,25.51,0.55,0.01,13.41,30.5,17.09,1
"C00949","West",44,51.2,8,"Monthly","PayPal",1,1,"Social",6.92,3.38,3.5,4.49,334,0,8.5,53.84,0.164,0.398,7,4,66.73,301.45,134,"Bronze",0.3259,0,33.46,0.723,0.01,32.74,84.29,51.55,3
"C00950","South",49,40.1,15,"Monthly","Credit Card",1,0,"Direct",3.39,3.06,3.45,5.61,104,4,5,38.35,0.076,0.373,3,0,98.03,0,5,"Bronze",0.959,1,24.92,0.55,0.01,9.85,29.8,19.95,1
"C00951","South",34,33.7,10,"Monthly","Bank Transfer",0,1,"SMS",6.01,4.99,3.55,6.37,113,1,7,53.38,0.29,0.281,2,3,104.24,343.4,35,"Bronze",0.7973,1,26.93,0.55,0.01,21.08,32.2,11.12,2
"C00952","South",31,89.6,33,"Quarterly","Credit Card",0,1,"SMS",5.88,4.56,3.17,4.13,281,2,7.1,38.99,0.106,0.176,4,3,120.41,323.01,73,"Silver",0.7576,0,24.95,0.55,0.01,18.94,29.83,10.89,2
"C00953","Northeast",26,72,44,"Annual","Debit Card",0,1,"Direct",5.64,5.26,4.2,5.11,222,4,5.7,36.38,0.132,0.237,3,2,60,135.11,67,"Silver",0.8229,1,18.58,0.55,0.01,16.84,22.22,5.38,1
"C00954","West",29,88.6,16,"Quarterly","Credit Card",1,0,"Social",6.12,4.76,3.93,3.7,374,3,7,46.09,0.305,0.426,13,7,121.32,898.48,174,"Silver",0.8753,1,28.64,0.55,0.01,38.05,34.24,-3.81,4
